YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,8,17,1,AA,2171,N965UW,BOS,LGA,700,653,-7,17,710,78,64,42,184,752,5,818,757,-21,0,0,,,,,,
2015,2,9,1,OO,5478,N983SW,DEN,LAR,2025,2153,88,9,2202,54,41,27,113,2229,5,2119,2234,75,0,0,,0,0,74,1,0
2015,5,31,7,US,677,N184US,LAS,PHL,40,35,-5,9,44,278,283,270,2176,814,4,818,818,0,0,0,,,,,,
2015,1,2,5,US,421,N808AW,RNO,PHX,1915,1918,3,10,1928,101,95,79,601,2147,6,2156,2153,-3,0,0,,,,,,
2015,4,9,4,AS,544,N795AS,SEA,PSP,810,803,-7,17,820,156,159,138,987,1038,4,1046,1042,-4,0,0,,,,,,
2015,11,20,5,DL,2061,N953DN,PHL,ATL,725,729,4,12,741,141,121,102,666,923,7,946,930,-16,0,0,,,,,,
2015,9,25,5,AS,543,N435AS,LAX,PDX,1945,1942,-3,27,2009,137,135,104,834,2153,4,2202,2157,-5,0,0,,,,,,
2015,2,26,4,B6,1142,N599JB,PBI,BDL,1309,1314,5,14,1328,162,152,132,1133,1540,6,1551,1546,-5,0,0,,,,,,
2015,1,17,6,UA,1298,N36272,RDU,SFO,655,701,6,8,709,370,353,340,2400,949,5,1005,954,-11,0,0,,,,,,
2015,9,16,3,DL,1455,N130DL,ATL,LAX,957,954,-3,20,1014,288,274,244,1947,1118,10,1145,1128,-17,0,0,,,,,,
2015,5,23,6,WN,1615,N415WN,AUS,MCO,650,709,19,8,717,150,142,128,994,1025,6,1020,1031,11,0,0,,,,,,
2015,9,24,4,DL,2170,N389DA,LAX,SLC,1145,1137,-8,15,1152,109,99,81,590,1413,3,1434,1416,-18,0,0,,,,,,
2015,5,26,2,AA,208,N5BVAA,SFO,MIA,700,730,30,16,746,326,329,308,2585,1554,5,1526,1559,33,0,0,,3,0,30,0,0
2015,2,25,3,WN,3943,N627SW,DEN,BOI,1335,1334,-1,12,1346,115,112,97,649,1523,3,1530,1526,-4,0,0,,,,,,
2015,12,29,2,UA,1141,,LAS,IAH,945,,,,,180,,,1222,,,1445,,,0,1,B,,,,,
2015,12,24,4,B6,938,N618JB,BQN,JFK,1047,1051,4,10,1101,231,218,201,1576,1322,7,1338,1329,-9,0,0,,,,,,
2015,3,14,6,DL,1886,N969DL,LGA,ATL,1600,1620,20,30,1650,165,154,120,762,1850,4,1845,1854,9,0,0,,,,,,
2015,12,19,6,F9,1101,N908FR,MKE,RSW,1300,1253,-7,13,1306,185,163,144,1183,1630,6,1705,1636,-29,0,0,,,,,,
2015,6,6,6,MQ,3356,N618MQ,BIS,DFW,651,643,-8,13,656,169,163,135,977,911,15,940,926,-14,0,0,,,,,,
2015,4,13,1,US,576,N906AW,ONT,PHX,1000,1003,3,12,1015,71,72,49,325,1104,11,1111,1115,4,0,0,,,,,,
2015,4,1,3,US,1745,N825AW,CLT,PIT,1630,1630,0,25,1655,86,89,59,366,1754,5,1756,1759,3,0,0,,,,,,
2015,6,15,1,UA,568,N472UA,SFO,EWR,600,556,-4,13,609,340,324,299,2565,1408,12,1440,1420,-20,0,0,,,,,,
2015,8,8,6,WN,1144,N608SW,BWI,MCO,1325,1339,14,9,1348,140,122,108,787,1536,5,1545,1541,-4,0,0,,,,,,
2015,8,1,6,UA,1155,N25705,DEN,SNA,815,814,-1,12,826,144,135,117,846,923,6,939,929,-10,0,0,,,,,,
2015,11,26,4,WN,2805,N634SW,RIC,MCO,1425,1431,6,10,1441,125,102,87,667,1608,5,1630,1613,-17,0,0,,,,,,
2015,4,25,6,DL,1532,N977AT,DSM,ATL,1657,1659,2,15,1714,122,126,105,743,1959,6,1959,2005,6,0,0,,,,,,
2015,5,20,3,EV,6092,N17185,LIT,DEN,1643,1633,-10,9,1642,146,129,113,771,1735,7,1809,1742,-27,0,0,,,,,,
2015,4,15,3,DL,1178,N907DA,ATL,RIC,1421,1427,6,8,1435,93,75,63,481,1538,4,1554,1542,-12,0,0,,,,,,
2015,9,24,4,WN,1806,N691WN,MCI,MCO,1745,1739,-6,7,1746,160,154,143,1072,2109,4,2125,2113,-12,0,0,,,,,,
2015,9,17,4,DL,2272,N924DL,ATL,SRQ,1612,1611,-1,10,1621,89,87,72,444,1733,5,1741,1738,-3,0,0,,,,,,
2015,6,27,6,MQ,3071,N621MQ,SAV,DFW,1120,1155,35,12,1207,165,154,135,925,1322,7,1305,1329,24,0,0,,0,0,0,2,22
2015,4,18,6,WN,424,N611SW,LAX,SJC,2100,2104,4,10,2114,65,62,48,308,2202,4,2205,2206,1,0,0,,,,,,
2015,2,15,7,MQ,3689,N650MQ,ORD,CVG,1615,1842,147,41,1923,69,115,45,265,2108,29,1824,2137,193,0,0,,46,0,0,129,18
2015,6,2,2,WN,380,N247WN,MCI,MDW,940,940,0,13,953,80,79,61,405,1054,5,1100,1059,-1,0,0,,,,,,
2015,8,25,2,DL,1820,N839DN,DTW,SEA,1350,1349,-1,16,1405,286,279,254,1927,1519,9,1536,1528,-8,0,0,,,,,,
2015,10,23,5,OO,4470,N604SK,14869,13891,1659,1715,16,12,1727,109,93,76,558,1743,5,1748,1748,0,0,0,,,,,,
2015,1,1,4,WN,814,N8301J,SMF,MDW,1010,1010,0,10,1020,235,243,227,1790,1607,6,1605,1613,8,0,0,,,,,,
2015,5,23,6,AA,388,N3HLAA,FLL,DFW,1520,1541,21,15,1556,200,201,179,1119,1755,7,1740,1802,22,0,0,,1,0,0,21,0
2015,6,5,5,F9,1149,N920FR,MCO,ATL,1005,1209,124,17,1226,90,92,69,404,1335,6,1135,1341,126,0,0,,2,0,0,124,0
2015,6,6,6,OO,5557,N768SK,IAH,MEM,1431,1445,14,9,1454,96,83,69,468,1603,5,1607,1608,1,0,0,,,,,,
2015,6,4,4,AA,942,N3JTAA,JFK,MIA,1120,1116,-4,15,1131,188,185,157,1089,1408,13,1428,1421,-7,0,0,,,,,,
2015,11,27,5,AA,445,N913US,CLT,DEN,929,924,-5,27,951,225,,,1337,1247,8,1114,1255,,1,0,,,,,,
2015,11,28,6,WN,2969,N204WN,FLL,MDW,1650,1715,25,15,1730,195,195,176,1167,1926,4,1905,1930,25,0,0,,0,0,25,0,0
2015,9,1,2,WN,589,N600WN,MSP,ATL,1620,1611,-9,10,1621,155,151,128,907,1929,13,1955,1942,-13,0,0,,,,,,
2015,9,8,2,EV,5113,N924EV,DHN,ATL,1050,1046,-4,6,1052,60,45,31,170,1223,8,1250,1231,-19,0,0,,,,,,
2015,5,11,1,DL,1792,N143DA,SAN,ATL,2230,2228,-2,24,2252,246,250,222,1892,534,4,536,538,2,0,0,,,,,,
2015,12,8,2,OO,4572,N604SK,SMF,SEA,1015,1102,47,15,1117,116,114,94,605,1251,5,1211,1256,45,0,0,,0,0,0,45,0
2015,4,24,5,US,2050,N187US,CLT,LGA,1615,1611,-4,15,1626,108,103,83,544,1749,5,1803,1754,-9,0,0,,,,,,
2015,5,29,5,WN,604,N7716A,MDW,AUS,830,829,-1,9,838,160,147,134,972,1052,4,1110,1056,-14,0,0,,,,,,
2015,12,16,3,WN,144,N267WN,LGA,DEN,755,756,1,23,819,275,263,233,1620,1012,7,1030,1019,-11,0,0,,,,,,
2015,11,17,2,AA,1202,N3MMAA,DCA,MIA,1450,1443,-7,11,1454,175,149,123,919,1657,15,1745,1712,-33,0,0,,,,,,
2015,6,19,5,DL,1553,N914DL,ATL,DFW,1510,1512,2,18,1530,142,130,105,731,1615,7,1632,1622,-10,0,0,,,,,,
2015,2,28,6,EV,6136,N11187,DEN,ELP,1020,1042,22,24,1106,108,117,89,563,1235,4,1208,1239,31,0,0,,9,0,22,0,0
2015,5,11,1,DL,1330,N993AT,DTW,CLT,1401,1357,-4,18,1415,103,100,75,500,1530,7,1544,1537,-7,0,0,,,,,,
2015,7,2,4,EV,4237,N14562,ORF,ORD,1644,1713,29,15,1728,135,150,116,717,1824,19,1759,1843,44,0,0,,15,0,29,0,0
2015,3,13,5,US,1928,N709UW,CLT,BNA,2225,2220,-5,18,2238,78,76,53,328,2231,5,2243,2236,-7,0,0,,,,,,
2015,1,19,1,DL,1142,N979AT,HOU,ATL,1657,1657,0,10,1707,118,122,99,696,1946,13,1955,1959,4,0,0,,,,,,
2015,9,9,3,AA,1665,N3ENAA,DFW,SLC,1247,1301,14,14,1315,168,152,133,989,1428,5,1435,1433,-2,0,0,,,,,,
2015,1,2,5,WN,1343,N660SW,MKE,BWI,1855,1854,-1,7,1901,120,99,87,641,2128,5,2155,2133,-22,0,0,,,,,,
2015,10,6,2,MQ,3039,N519MQ,13930,13244,1319,1318,-1,11,1329,106,85,71,491,1440,3,1505,1443,-22,0,0,,,,,,
2015,1,1,4,HA,156,N484HA,HNL,OGG,713,717,4,9,726,36,34,20,100,746,5,749,751,2,0,0,,,,,,
2015,6,20,6,OO,6364,N472CA,GRB,ORD,1358,1405,7,10,1415,59,57,36,173,1451,11,1457,1502,5,0,0,,,,,,
2015,4,13,1,AA,913,N3KSAA,DCA,MIA,600,552,-8,22,614,156,156,126,919,820,8,836,828,-8,0,0,,,,,,
2015,11,24,2,EV,6110,N31131,ORD,CLE,1520,1521,1,12,1533,80,71,52,316,1725,7,1740,1732,-8,0,0,,,,,,
2015,4,14,2,AA,2281,N4YRAA,IND,DFW,615,622,7,11,633,144,143,123,761,736,9,739,745,6,0,0,,,,,,
2015,9,15,2,AA,1407,N348AA,ORD,MIA,1500,1545,45,14,1559,187,167,149,1197,1928,4,1907,1932,25,0,0,,0,0,25,0,0
2015,12,19,6,WN,797,N284WN,MDW,DEN,1440,1439,-1,10,1449,160,152,137,895,1606,5,1620,1611,-9,0,0,,,,,,
2015,12,12,6,WN,4045,N7737E,SJU,MCO,815,812,-3,13,825,190,180,161,1189,1006,6,1025,1012,-13,0,0,,,,,,
2015,6,15,1,DL,1855,N348NW,PBI,LGA,700,658,-2,24,722,164,167,135,1035,937,8,944,945,1,0,0,,,,,,
2015,6,2,2,WN,1278,N7732A,BWI,IND,1535,1533,-2,11,1544,100,87,73,516,1657,3,1715,1700,-15,0,0,,,,,,
2015,4,12,7,AA,1171,N3EAAA,DFW,PHX,910,905,-5,22,927,167,159,126,868,933,11,957,944,-13,0,0,,,,,,
2015,11,29,7,OO,6232,N148SY,FSD,ORD,501,455,-6,18,513,95,87,63,462,616,6,636,622,-14,0,0,,,,,,
2015,5,16,6,WN,2042,N775SW,SMF,ONT,1030,1026,-4,8,1034,75,69,57,390,1131,4,1145,1135,-10,0,0,,,,,,
2015,10,21,3,AA,1022,N877AA,11298,12889,1225,1229,4,21,1250,180,171,144,1055,1314,6,1325,1320,-5,0,0,,,,,,
2015,12,16,3,WN,265,N640SW,OAK,SAN,1735,1826,51,8,1834,85,76,65,446,1939,3,1900,1942,42,0,0,,0,0,0,42,0
2015,8,24,1,AA,96,N571AA,DFW,STL,1015,1008,-7,13,1021,104,95,79,550,1140,3,1159,1143,-16,0,0,,,,,,
2015,3,5,4,AA,936,N3LRAA,SAN,ORD,1210,1202,-8,26,1228,239,239,206,1723,1754,7,1809,1801,-8,0,0,,,,,,
2015,9,24,4,AA,296,N854AA,MCO,MIA,1020,1016,-4,17,1033,65,68,38,192,1111,13,1125,1124,-1,0,0,,,,,,
2015,12,23,3,AA,1176,N3DLAA,DFW,LGA,1920,2022,62,30,2052,191,202,168,1389,40,4,2331,44,73,0,0,,11,0,32,30,0
2015,7,17,5,MQ,3056,N620MQ,ORD,AZO,2210,2246,36,25,2311,53,53,26,122,37,2,3,39,36,0,0,,0,0,0,0,36
2015,1,11,7,DL,2247,N911DE,LGA,ATL,1359,1354,-5,27,1421,171,157,123,762,1624,7,1650,1631,-19,0,0,,,,,,
2015,8,1,6,UA,248,N410UA,IAH,ORD,1320,1325,5,13,1338,167,147,123,925,1541,11,1607,1552,-15,0,0,,,,,,
2015,9,23,3,WN,202,N7724A,AUS,PHX,1920,1920,0,7,1927,145,138,126,872,1933,5,1945,1938,-7,0,0,,,,,,
2015,10,26,1,WN,233,N934WN,12889,14679,1820,1815,-5,18,1833,65,62,41,258,1914,3,1925,1917,-8,0,0,,,,,,
2015,3,16,1,VX,475,N849VA,LAS,LAX,1440,1431,-9,14,1445,70,60,41,236,1526,5,1550,1531,-19,0,0,,,,,,
2015,7,13,1,AA,468,N919US,CLT,DEN,1625,1619,-6,17,1636,215,217,192,1337,1748,8,1800,1756,-4,0,0,,,,,,
2015,1,5,1,EV,4578,N12167,BHM,DEN,1532,1708,96,11,1719,195,181,162,1083,1901,8,1747,1909,82,0,0,,0,0,0,82,0
2015,3,12,4,WN,4728,N285WN,PHX,MDW,710,709,-1,9,718,190,198,184,1444,1222,5,1220,1227,7,0,0,,,,,,
2015,5,5,2,WN,2255,N288WN,HOU,TPA,2000,1953,-7,8,2001,115,109,97,781,2238,4,2255,2242,-13,0,0,,,,,,
2015,2,2,1,AA,1273,N017AA,MIA,IAH,705,701,-4,20,721,181,177,150,964,851,7,906,858,-8,0,0,,,,,,
2015,4,25,6,WN,2710,N276WN,MKE,ATL,645,644,-1,13,657,125,143,120,669,957,10,950,1007,17,0,0,,17,0,0,0,0
2015,8,5,3,UA,1250,N29717,IAH,SNA,1750,1750,0,16,1806,202,192,172,1346,1858,4,1912,1902,-10,0,0,,,,,,
2015,9,29,2,OO,4818,N823AS,PLN,DTW,635,633,-2,24,657,67,75,42,243,739,9,742,748,6,0,0,,,,,,
2015,11,20,5,OO,4743,N8884E,MKE,DTW,700,657,-3,16,713,75,67,43,237,856,8,915,904,-11,0,0,,,,,,
2015,12,15,2,AA,2361,N3DWAA,DFW,BWI,1535,1528,-7,8,1536,171,144,131,1217,1847,5,1926,1852,-34,0,0,,,,,,
2015,7,14,2,DL,2074,N310DE,ATL,LEX,2041,2038,-3,33,2111,76,126,89,304,2240,4,2157,2244,47,0,0,,47,0,0,0,0
2015,9,4,5,DL,956,N920DL,ATL,GPT,1206,1204,-2,14,1218,77,71,52,352,1210,5,1223,1215,-8,0,0,,,,,,
2015,3,5,4,UA,1576,N21108,IAH,EWR,1430,1504,34,11,1515,209,183,152,1400,1847,20,1859,1907,8,0,0,,,,,,
2015,7,3,5,DL,1548,N331NB,DTW,LGA,1205,1203,-2,20,1223,112,114,87,502,1350,7,1357,1357,0,0,0,,,,,,
2015,11,2,1,AA,357,N4YSAA,SAT,DFW,1605,1639,34,11,1650,76,64,45,247,1735,8,1721,1743,22,0,0,,22,0,0,0,0
2015,4,14,2,AA,42,N3DMAA,SEA,ORD,710,1331,381,14,1345,247,236,205,1721,1910,17,1317,1927,370,0,0,,0,0,370,0,0
2015,11,25,3,WN,2054,N401WN,ISP,BWI,950,949,-1,7,956,75,63,52,220,1048,4,1105,1052,-13,0,0,,,,,,
2015,2,16,1,DL,1452,N939DL,ABQ,ATL,620,615,-5,12,627,180,160,140,1269,1047,8,1120,1055,-25,0,0,,,,,,
2015,12,22,2,MQ,3280,N650MQ,CRP,DFW,1215,1212,-3,42,1254,89,111,62,354,1356,7,1344,1403,19,0,0,,19,0,0,0,0
2015,6,21,7,B6,1035,N339JB,STT,SJU,811,808,-3,9,817,39,34,21,68,838,4,850,842,-8,0,0,,,,,,
2015,7,5,7,MQ,3304,N825MQ,PIA,ORD,1819,1809,-10,13,1822,63,66,39,130,1901,14,1922,1915,-7,0,0,,,,,,
2015,6,20,6,OO,7370,N429SW,BJI,MSP,510,516,6,68,624,65,109,37,199,701,4,615,705,50,0,0,,44,0,0,0,6
2015,6,13,6,WN,1493,N954WN,ATL,FLL,1525,1529,4,19,1548,120,109,86,581,1714,4,1725,1718,-7,0,0,,,,,,
2015,4,30,4,MQ,3548,N0EGMQ,CMH,ORD,1230,1220,-10,14,1234,79,73,49,296,1223,10,1249,1233,-16,0,0,,,,,,
2015,7,16,4,UA,1531,N73276,SEA,SFO,1038,1045,7,15,1100,137,119,100,679,1240,4,1255,1244,-11,0,0,,,,,,
2015,11,17,2,F9,326,N221FR,DEN,MSP,935,1046,71,11,1057,115,110,92,680,1329,7,1230,1336,66,0,0,,0,0,0,66,0
2015,9,13,7,OO,6326,N594SW,SFO,SBA,1853,,,,,76,,,262,,,2009,,,0,1,B,,,,,
2015,8,27,4,EV,4925,N855AS,PIA,ATL,1016,1014,-2,14,1028,108,105,80,565,1248,11,1304,1259,-5,0,0,,,,,,
2015,6,23,2,US,403,N675AW,PHX,SFO,745,739,-6,13,752,128,115,95,651,927,7,953,934,-19,0,0,,,,,,
2015,8,26,3,EV,4931,N751EV,DTW,GRR,1411,1410,-1,16,1426,55,43,23,120,1449,4,1506,1453,-13,0,0,,,,,,
2015,5,2,6,WN,1742,N938WN,MKE,MCO,1355,1351,-4,7,1358,165,150,136,1066,1714,7,1740,1721,-19,0,0,,,,,,
2015,2,11,3,F9,146,N933FR,SEA,DEN,1015,1006,-9,14,1020,148,142,123,1024,1323,5,1343,1328,-15,0,0,,,,,,
2015,9,20,7,AA,1318,N472AA,SJC,DFW,705,659,-6,17,716,214,224,196,1438,1232,11,1239,1243,4,0,0,,,,,,
2015,7,31,5,MQ,3492,N939MQ,DFW,PNS,1015,1011,-4,16,1027,108,103,84,604,1151,3,1203,1154,-9,0,0,,,,,,
2015,1,14,3,DL,2067,N352NW,DTW,SAN,850,846,-4,42,928,319,292,247,1956,1035,3,1109,1038,-31,0,0,,,,,,
2015,6,22,1,MQ,3615,N516MQ,CLE,ORD,1025,1016,-9,9,1025,85,70,51,315,1016,10,1050,1026,-24,0,0,,,,,,
2015,1,16,5,B6,362,N516JB,PBI,LGA,1205,1153,-12,26,1219,163,203,144,1035,1443,33,1448,1516,28,0,0,,28,0,0,0,0
2015,1,13,2,AA,2370,N025AA,MIA,IAD,2125,2122,-3,14,2136,151,137,116,921,2332,7,2356,2339,-17,0,0,,,,,,
2015,6,25,4,EV,4435,N11176,IAH,LBB,845,840,-5,23,903,92,95,66,458,1009,6,1017,1015,-2,0,0,,,,,,
2015,7,3,5,MQ,3182,N689MQ,ORD,FNT,836,834,-2,18,852,68,59,37,223,1029,4,1044,1033,-11,0,0,,,,,,
2015,7,24,5,EV,4726,N12900,TYS,ORD,1651,1706,15,15,1721,109,98,73,475,1734,10,1740,1744,4,0,0,,,,,,
2015,1,1,4,WN,3035,N8632A,LGA,DAL,1225,1223,-2,13,1236,245,242,224,1381,1520,5,1530,1525,-5,0,0,,,,,,
2015,12,1,2,OO,6423,N755SK,IAH,CRP,1250,1249,-1,13,1302,62,68,51,201,1353,4,1352,1357,5,0,0,,,,,,
2015,5,19,2,OO,2811,N885AS,PSP,PHX,1025,1019,-6,19,1038,67,71,46,261,1124,6,1132,1130,-2,0,0,,,,,,
2015,9,11,5,WN,27,N691WN,DAL,HOU,1300,1355,55,9,1404,60,56,44,239,1448,3,1400,1451,51,0,0,,0,0,2,49,0
2015,8,2,7,EV,5151,N882AS,TRI,ATL,1858,1853,-5,11,1904,72,67,46,227,1950,10,2010,2000,-10,0,0,,,,,,
2015,4,21,2,EV,5905,N14573,ORD,LAN,2132,2124,-8,10,2134,57,46,32,179,2306,4,2329,2310,-19,0,0,,,,,,
2015,3,18,3,EV,4432,N15986,LBB,IAH,745,742,-3,13,755,98,104,78,458,913,13,923,926,3,0,0,,,,,,
2015,10,25,7,MQ,3267,N815MQ,13277,11298,1410,1403,-7,11,1414,130,126,108,622,1602,7,1620,1609,-11,0,0,,,,,,
2015,7,28,2,WN,3850,N713SW,MHT,TPA,1135,1131,-4,15,1146,190,175,151,1204,1417,9,1445,1426,-19,0,0,,,,,,
2015,12,12,6,DL,1204,N929DN,ORD,DTW,540,538,-2,11,549,80,64,44,235,733,9,800,742,-18,0,0,,,,,,
2015,11,11,3,WN,1490,N940WN,LAX,LAS,1725,1757,32,10,1807,60,75,42,236,1849,23,1825,1912,47,0,0,,15,0,0,32,0
2015,7,23,4,B6,497,N603JB,BOS,SEA,2056,2054,-2,17,2111,357,359,337,2496,2348,5,2353,2353,0,0,0,,,,,,
2015,11,18,3,WN,1137,N7731A,FLL,TPA,855,849,-6,15,904,60,58,39,197,943,4,955,947,-8,0,0,,,,,,
2015,1,9,5,WN,833,N269WN,PHX,IND,1155,1152,-3,13,1205,205,200,177,1488,1702,10,1720,1712,-8,0,0,,,,,,
2015,6,26,5,AA,1323,N454AA,ORD,STL,1841,1843,2,31,1914,83,77,43,258,1957,3,2004,2000,-4,0,0,,,,,,
2015,12,30,3,EV,4309,N16911,PVD,ORD,550,547,-3,16,603,176,185,155,849,738,14,746,752,6,0,0,,,,,,
2015,9,8,2,WN,929,N648SW,BWI,CLT,1940,2004,24,13,2017,85,76,57,361,2114,6,2105,2120,15,0,0,,0,0,14,1,0
2015,1,19,1,WN,310,N292WN,BWI,FNT,2005,2004,-1,9,2013,105,95,82,452,2135,4,2150,2139,-11,0,0,,,,,,
2015,5,16,6,WN,2647,N395SW,BWI,PIT,1025,1028,3,17,1045,60,56,35,210,1120,4,1125,1124,-1,0,0,,,,,,
2015,6,19,5,UA,275,N596UA,LAX,JFK,800,754,-6,14,808,334,306,289,2475,1557,3,1634,1600,-34,0,0,,,,,,
2015,2,24,2,OO,5339,N960SW,ORD,SPI,1101,1051,-10,20,1111,62,61,35,174,1146,6,1203,1152,-11,0,0,,,,,,
2015,11,24,2,NK,564,N643NK,SAN,ORD,1405,1400,-5,14,1414,235,231,204,1723,1938,13,2000,1951,-9,0,0,,,,,,
2015,4,3,5,DL,2457,N905DE,BDL,ATL,1025,1023,-2,11,1034,159,139,122,859,1236,6,1304,1242,-22,0,0,,,,,,
2015,3,1,7,DL,2317,N376NW,DTW,LAS,1200,1157,-3,41,1238,270,351,303,1749,1441,7,1330,1448,78,0,0,,78,0,0,0,0
2015,9,28,1,AA,2413,N3JPAA,ORD,PHX,1850,1858,8,8,1906,236,201,185,1440,2011,8,2046,2019,-27,0,0,,,,,,
2015,9,17,4,WN,267,N751SW,BOS,STL,645,737,52,13,750,185,160,142,1047,912,5,850,917,27,0,0,,0,0,27,0,0
2015,3,19,4,UA,1416,N24212,SFO,PSP,1125,1121,-4,13,1134,90,81,63,421,1237,5,1255,1242,-13,0,0,,,,,,
2015,8,23,7,WN,399,N7816B,MEM,HOU,1925,1921,-4,13,1934,100,94,74,484,2048,7,2105,2055,-10,0,0,,,,,,
2015,12,22,2,OO,5305,N961SW,ONT,SFO,1532,1628,56,16,1644,86,94,68,363,1752,10,1658,1802,64,0,0,,64,0,0,0,0
2015,12,6,7,MQ,3060,N918MQ,DFW,FAR,1830,1828,-2,15,1843,163,160,140,968,2103,5,2113,2108,-5,0,0,,,,,,
2015,8,30,7,DL,2618,N364NW,IND,MSP,1612,1639,27,10,1649,109,89,75,503,1704,4,1701,1708,7,0,0,,,,,,
2015,2,20,5,US,1999,N174US,CLT,BOS,1610,1650,40,27,1717,125,141,106,728,1903,8,1815,1911,56,0,0,,16,0,40,0,0
2015,8,28,5,OO,6305,N943SW,DEN,CPR,1523,1523,0,14,1537,67,58,40,230,1617,4,1630,1621,-9,0,0,,,,,,
2015,11,25,3,B6,4,N957JB,SJU,JFK,1255,1250,-5,14,1304,238,225,208,1598,1532,3,1553,1535,-18,0,0,,,,,,
2015,12,19,6,OO,5210,N119SY,SFO,BUR,1344,1403,19,13,1416,78,68,52,326,1508,3,1502,1511,9,0,0,,,,,,
2015,3,17,2,WN,388,N950WN,BWI,ISP,1700,1708,8,8,1716,65,55,42,220,1758,5,1805,1803,-2,0,0,,,,,,
2015,4,9,4,OO,6532,N954SW,DEN,BUR,1108,1106,-2,14,1120,152,157,139,850,1239,4,1240,1243,3,0,0,,,,,,
2015,10,10,6,WN,1254,N710SW,14492,15304,1225,1220,-5,7,1227,105,101,89,587,1356,5,1410,1401,-9,0,0,,,,,,
2015,12,5,6,OO,5331,N494CA,ORD,FWA,1550,1542,-8,12,1554,60,48,33,157,1727,3,1750,1730,-20,0,0,,,,,,
2015,5,31,7,DL,332,N3743H,SJU,JFK,1724,1721,-3,10,1731,246,254,203,1598,2054,41,2130,2135,5,0,0,,,,,,
2015,8,13,4,WN,102,N484WN,DAL,LGA,1040,1036,-4,10,1046,205,206,178,1381,1444,18,1505,1502,-3,0,0,,,,,,
2015,12,13,7,WN,857,N650SW,PDX,SMF,2000,1957,-3,8,2005,85,82,69,479,2114,5,2125,2119,-6,0,0,,,,,,
2015,8,4,2,EV,5665,N14177,LIT,IAH,1843,1834,-9,10,1844,92,84,65,374,1949,9,2015,1958,-17,0,0,,,,,,
2015,6,12,5,AS,631,N423AS,PHX,SEA,600,603,3,18,621,169,182,155,1107,856,9,849,905,16,0,0,,16,0,0,0,0
2015,9,28,1,AS,871,N537AS,HNL,ANC,2055,2040,-15,23,2103,369,363,336,2777,439,4,504,443,-21,0,0,,,,,,
2015,9,16,3,EV,5496,N846AS,CHO,ATL,1650,1648,-2,10,1658,98,89,71,457,1809,8,1828,1817,-11,0,0,,,,,,
2015,7,17,5,B6,802,N828JB,SLC,MCO,2350,3,13,14,17,262,239,221,1931,558,4,612,602,-10,0,0,,,,,,
2015,12,17,4,UA,1252,N77258,PDX,IAH,600,558,-2,16,614,246,220,199,1825,1133,5,1206,1138,-28,0,0,,,,,,
2015,7,31,5,F9,913,N927FR,TTN,TPA,1705,1703,-2,14,1717,156,162,140,955,1937,8,1941,1945,4,0,0,,,,,,
2015,12,31,4,WN,897,N256WN,LAS,RNO,1945,1951,6,9,2000,80,70,55,345,2055,6,2105,2101,-4,0,0,,,,,,
2015,10,3,6,OO,5236,N131SY,13930,13851,1911,1916,5,25,1941,132,133,101,693,2122,7,2123,2129,6,0,0,,,,,,
2015,10,25,7,AA,1471,N3BKAA,13303,14107,2005,2041,36,21,2102,299,307,280,1972,2242,6,2204,2248,44,0,0,,8,0,36,0,0
2015,4,12,7,WN,4736,N228WN,DAL,SNA,1845,1852,7,9,1901,190,176,163,1216,1944,4,1955,1948,-7,0,0,,,,,,
2015,5,5,2,WN,1098,N497WN,SAN,SJC,1405,,,,,80,,,417,,,1525,,,0,1,A,,,,,
2015,11,19,4,DL,459,N3732J,JFK,LAS,1459,1503,4,27,1530,363,358,325,2248,1755,6,1802,1801,-1,0,0,,,,,,
2015,3,11,3,WN,1077,N650SW,BOS,STL,1850,1859,9,27,1926,195,204,173,1047,2119,4,2105,2123,18,0,0,,9,0,9,0,0
2015,5,29,5,DL,1297,N815DN,ATL,SRQ,1300,1258,-2,22,1320,90,88,62,444,1422,4,1430,1426,-4,0,0,,,,,,
2015,10,8,4,WN,473,N8664J,14057,12889,635,641,6,11,652,130,117,96,763,828,10,845,838,-7,0,0,,,,,,
2015,12,19,6,WN,1461,N769SW,BWI,ATL,1310,1325,15,12,1337,120,106,87,577,1504,7,1510,1511,1,0,0,,,,,,
2015,10,31,6,WN,4053,N290WN,14771,11292,1050,1109,19,9,1118,145,135,118,967,1416,8,1415,1424,9,0,0,,,,,,
2015,3,23,1,AS,66,N626AS,CDV,YAK,1703,1646,-17,9,1655,47,50,37,213,1732,4,1750,1736,-14,0,0,,,,,,
2015,7,26,7,AA,2215,N3BJAA,DTW,DFW,750,749,-1,14,803,174,157,133,986,916,10,944,926,-18,0,0,,,,,,
