date_of_journey,month,day_of_week,airline,flight_number,tail_number,origin_airport,destination_airport,scheduled_departure,departure_time,departure_delay,taxi_out,takeoff_time,scheduled_time,elapsed_time,air_time,distance,landing_time,taxi_in,scheduled_arrival,arrival_time,arrival_delay,diverted,cancelled,cancellation_reason,air_system_delay,security_delay,airline_delay,late_aircraft_delay,weather_delay
2015-06-10,June,Wednesday,MQ,3489,N809MQ,JFK,RDU,21:00:00,20:51:00,-9.0,17.0,21:08:00,104.0,83.0,63.0,427,22:11:00,3.0,22:44:00,22:14:00,-30.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-15,October,Thursday,DL,756,N907DE,11433,12953,21:45:00,21:43:00,-2.0,15.0,21:58:00,109.0,96.0,75.0,502,23:13:00,6.0,23:34:00,23:19:00,-15.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-23,May,Saturday,US,689,N662AW,SNA,PHX,19:30:00,19:18:00,-12.0,9.0,19:27:00,73.0,61.0,49.0,338,20:16:00,3.0,20:43:00,20:19:00,-24.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-13,May,Wednesday,AA,1318,N576AA,SJC,DFW,07:05:00,07:22:00,17.0,13.0,07:35:00,211.0,216.0,192.0,1438,12:47:00,11.0,12:36:00,12:58:00,22.0,0,0,Not Cancelled,5.0,0.0,17.0,0.0,0.0
2015-04-12,April,Sunday,WN,828,N474WN,PHX,SEA,06:45:00,06:44:00,-1.0,10.0,06:54:00,185.0,176.0,161.0,1107,09:35:00,5.0,09:50:00,09:40:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-20,June,Saturday,AA,1260,N483AA,DTW,DFW,18:50:00,18:57:00,7.0,15.0,19:12:00,175.0,162.0,138.0,986,20:30:00,9.0,20:45:00,20:39:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-20,December,Sunday,UA,758,N597UA,EWR,LAX,06:00:00,06:22:00,22.0,11.0,06:33:00,376.0,352.0,330.0,2454,09:03:00,11.0,09:16:00,09:14:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-11,June,Thursday,WN,662,N904WN,TPA,ALB,14:40:00,15:23:00,43.0,10.0,15:33:00,165.0,166.0,151.0,1130,18:04:00,5.0,17:25:00,18:09:00,44.0,0,0,Not Cancelled,1.0,0.0,14.0,29.0,0.0
2015-09-27,September,Sunday,EV,5080,N186PQ,CVG,DTW,13:38:00,13:34:00,-4.0,8.0,13:42:00,72.0,58.0,43.0,229,14:25:00,7.0,14:50:00,14:32:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-02,August,Sunday,DL,1775,N125DL,ATL,SFO,16:30:00,16:36:00,6.0,19.0,16:55:00,313.0,304.0,265.0,2139,18:20:00,20.0,18:43:00,18:40:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-14,June,Sunday,WN,3314,N299WN,MDW,DSM,12:00:00,11:57:00,-3.0,8.0,12:05:00,65.0,61.0,48.0,306,12:53:00,5.0,13:05:00,12:58:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-18,October,Sunday,WN,1191,N269WN,14679,14893,18:30:00,18:29:00,-1.0,15.0,18:44:00,90.0,91.0,72.0,480,19:56:00,4.0,20:00:00,20:00:00,0.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-10,September,Thursday,UA,1259,N38454,EWR,CLE,15:51:00,17:02:00,71.0,32.0,17:34:00,95.0,100.0,65.0,404,18:39:00,3.0,17:26:00,18:42:00,76.0,0,0,Not Cancelled,5.0,0.0,16.0,55.0,0.0
2015-03-12,March,Thursday,OO,7374,N430SW,MSP,BRD,14:36:00,14:33:00,-3.0,14.0,14:47:00,54.0,48.0,30.0,114,15:17:00,4.0,15:30:00,15:21:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-21,March,Saturday,MQ,3558,N648MQ,DFW,TXK,17:46:00,,,,,51.0,,,181,,,18:37:00,,,0,1,A,0.0,0.0,0.0,0.0,0.0
2015-02-27,February,Friday,F9,793,N203FR,DEN,PDX,17:30:00,17:28:00,-2.0,13.0,17:41:00,164.0,158.0,140.0,991,19:01:00,5.0,19:14:00,19:06:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-05,April,Sunday,NK,357,N506NK,ORD,LAS,09:35:00,09:20:00,-15.0,23.0,09:43:00,239.0,251.0,218.0,1514,11:21:00,10.0,11:34:00,11:31:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-19,July,Sunday,WN,4162,N478WN,MDW,SAT,07:35:00,07:39:00,4.0,11.0,07:50:00,155.0,150.0,136.0,1036,10:06:00,3.0,10:10:00,10:09:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-12,June,Friday,US,1942,N835AW,CLT,BUF,09:25:00,09:51:00,26.0,29.0,10:20:00,99.0,107.0,75.0,546,11:35:00,3.0,11:04:00,11:38:00,34.0,0,0,Not Cancelled,8.0,0.0,26.0,0.0,0.0
2015-10-15,October,Thursday,AA,2185,N4WLAA,13930,13487,20:32:00,20:28:00,-4.0,34.0,21:02:00,94.0,94.0,57.0,334,21:59:00,3.0,22:06:00,22:02:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-13,February,Friday,UA,645,N816UA,PSP,ORD,11:37:00,11:39:00,2.0,18.0,11:57:00,223.0,265.0,207.0,1652,17:24:00,40.0,17:20:00,18:04:00,44.0,0,0,Not Cancelled,44.0,0.0,0.0,0.0,0.0
2015-10-16,October,Friday,AA,1048,N3CYAA,13303,12478,15:05:00,15:36:00,31.0,15.0,15:51:00,172.0,168.0,143.0,1089,18:14:00,10.0,17:57:00,18:24:00,27.0,0,0,Not Cancelled,0.0,0.0,5.0,22.0,0.0
2015-12-18,December,Friday,DL,2010,N961DL,ATL,GSP,14:55:00,14:53:00,-2.0,13.0,15:06:00,58.0,49.0,31.0,153,15:37:00,5.0,15:53:00,15:42:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-26,August,Wednesday,WN,1306,N7812G,OAK,MDW,10:45:00,10:44:00,-1.0,9.0,10:53:00,245.0,240.0,222.0,1844,16:35:00,9.0,16:50:00,16:44:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-12,August,Wednesday,EV,4287,N13994,IAH,HSV,08:59:00,08:54:00,-5.0,16.0,09:10:00,115.0,110.0,89.0,595,10:39:00,5.0,10:54:00,10:44:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-16,February,Monday,US,511,N818AW,PHX,OMA,09:59:00,10:58:00,59.0,19.0,11:17:00,161.0,144.0,121.0,1037,14:18:00,4.0,13:40:00,14:22:00,42.0,0,0,Not Cancelled,0.0,0.0,42.0,0.0,0.0
2015-01-20,January,Tuesday,EV,4496,N29906,CRP,IAH,10:55:00,10:46:00,-9.0,12.0,10:58:00,62.0,60.0,40.0,201,11:38:00,8.0,11:57:00,11:46:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-31,May,Sunday,OO,4476,N820SK,SLC,BOI,09:52:00,09:47:00,-5.0,22.0,10:09:00,76.0,79.0,52.0,290,11:01:00,5.0,11:08:00,11:06:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-25,July,Saturday,WN,4511,N494WN,MCO,BNA,16:30:00,17:44:00,74.0,13.0,17:57:00,115.0,108.0,90.0,616,18:27:00,5.0,17:25:00,18:32:00,67.0,0,0,Not Cancelled,0.0,0.0,67.0,0.0,0.0
2015-01-13,January,Tuesday,DL,1588,N997DL,MYR,ATL,06:50:00,07:46:00,56.0,11.0,07:57:00,90.0,73.0,52.0,317,08:49:00,10.0,08:20:00,08:59:00,39.0,0,0,Not Cancelled,0.0,0.0,39.0,0.0,0.0
2015-06-14,June,Sunday,WN,4074,N487WN,HOU,ATL,10:00:00,10:05:00,5.0,22.0,10:27:00,120.0,120.0,94.0,696,13:01:00,4.0,13:00:00,13:05:00,5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-22,May,Friday,EV,3269,N14972,LFT,IAH,15:25:00,15:16:00,-9.0,14.0,15:30:00,69.0,70.0,48.0,201,16:18:00,8.0,16:34:00,16:26:00,-8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-01,June,Monday,B6,213,N519JB,JFK,LGB,13:40:00,14:35:00,55.0,24.0,14:59:00,365.0,358.0,331.0,2465,17:30:00,3.0,16:45:00,17:33:00,48.0,0,0,Not Cancelled,0.0,0.0,10.0,38.0,0.0
2015-11-23,November,Monday,WN,427,N755SA,RNO,LAS,18:05:00,18:03:00,-2.0,9.0,18:12:00,75.0,67.0,52.0,345,19:04:00,6.0,19:20:00,19:10:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-29,January,Thursday,UA,625,N808UA,DCA,ORD,16:45:00,16:50:00,5.0,17.0,17:07:00,132.0,143.0,93.0,612,17:40:00,33.0,17:57:00,18:13:00,16.0,0,0,Not Cancelled,16.0,0.0,0.0,0.0,0.0
2015-10-12,October,Monday,OO,6368,N762SK,14252,11292,13:31:00,14:21:00,50.0,8.0,14:29:00,133.0,114.0,101.0,852,17:10:00,5.0,16:44:00,17:15:00,31.0,0,0,Not Cancelled,0.0,0.0,31.0,0.0,0.0
2015-04-07,April,Tuesday,US,2120,N819AW,DCA,BOS,16:30:00,16:28:00,-2.0,29.0,16:57:00,89.0,103.0,63.0,399,18:00:00,11.0,17:59:00,18:11:00,12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-19,August,Wednesday,DL,997,N951DN,JAX,ATL,09:20:00,09:29:00,9.0,10.0,09:39:00,73.0,63.0,47.0,270,10:26:00,6.0,10:33:00,10:32:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-04,May,Monday,DL,2652,N995AT,TPA,JFK,18:51:00,18:49:00,-2.0,10.0,18:59:00,174.0,177.0,137.0,1005,21:16:00,30.0,21:45:00,21:46:00,1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-17,August,Monday,DL,2067,N378DA,SLC,PHX,08:37:00,08:41:00,4.0,18.0,08:59:00,95.0,95.0,73.0,507,09:12:00,4.0,09:12:00,09:16:00,4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-15,June,Monday,DL,86,N812DN,SAN,DTW,11:19:00,11:19:00,0.0,16.0,11:35:00,266.0,261.0,237.0,1956,18:32:00,8.0,18:45:00,18:40:00,-5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-23,September,Wednesday,EV,5922,N18557,SCE,ORD,17:05:00,16:55:00,-10.0,11.0,17:06:00,113.0,113.0,83.0,528,17:29:00,19.0,17:58:00,17:48:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-27,February,Friday,VX,925,N529VA,LAX,SFO,07:00:00,06:54:00,-6.0,8.0,07:02:00,80.0,70.0,59.0,337,08:01:00,3.0,08:20:00,08:04:00,-16.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-28,March,Saturday,F9,1141,N910FR,LGA,MIA,09:40:00,09:30:00,-10.0,22.0,09:52:00,195.0,209.0,168.0,1096,12:40:00,19.0,12:55:00,12:59:00,4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-12,August,Wednesday,NK,696,N601NK,LAS,BWI,23:25:00,23:32:00,7.0,18.0,23:50:00,274.0,276.0,251.0,2106,07:01:00,7.0,06:59:00,07:08:00,9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-04,December,Friday,OO,5571,N593ML,DEN,MOT,09:57:00,09:50:00,-7.0,13.0,10:03:00,118.0,102.0,83.0,604,12:26:00,6.0,12:55:00,12:32:00,-23.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-11,November,Wednesday,WN,3173,N386SW,SFO,PHX,09:40:00,09:34:00,-6.0,12.0,09:46:00,110.0,104.0,88.0,651,12:14:00,4.0,12:30:00,12:18:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-17,September,Thursday,EV,4727,N14204,FSD,ORD,14:53:00,15:00:00,7.0,8.0,15:08:00,96.0,120.0,86.0,462,16:34:00,26.0,16:29:00,17:00:00,31.0,0,0,Not Cancelled,24.0,0.0,7.0,0.0,0.0
2015-04-23,April,Thursday,EV,2566,N680AE,CRP,DFW,07:57:00,07:53:00,-4.0,15.0,08:08:00,87.0,99.0,72.0,354,09:20:00,12.0,09:24:00,09:32:00,8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-17,October,Saturday,UA,1106,N76519,14771,12892,13:24:00,13:22:00,-2.0,23.0,13:45:00,93.0,89.0,58.0,337,14:43:00,8.0,14:57:00,14:51:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-19,February,Thursday,WN,544,N500WR,STL,MCO,07:00:00,07:03:00,3.0,8.0,07:11:00,150.0,125.0,98.0,882,09:49:00,19.0,10:30:00,10:08:00,-22.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-24,February,Tuesday,AA,1350,N5EGAA,STT,MIA,08:58:00,08:49:00,-9.0,11.0,09:00:00,181.0,171.0,155.0,1107,10:35:00,5.0,10:59:00,10:40:00,-19.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-16,June,Tuesday,UA,330,N832UA,MCI,ORD,11:27:00,12:09:00,42.0,28.0,12:37:00,92.0,114.0,55.0,403,13:32:00,31.0,12:59:00,14:03:00,64.0,0,0,Not Cancelled,22.0,0.0,0.0,42.0,0.0
2015-03-03,March,Tuesday,DL,1791,N317NB,ATL,CHS,15:15:00,15:17:00,2.0,17.0,15:34:00,75.0,66.0,42.0,259,16:16:00,7.0,16:30:00,16:23:00,-7.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-16,July,Thursday,EV,3964,N13202,ORD,MEM,12:29:00,12:23:00,-6.0,25.0,12:48:00,110.0,115.0,83.0,491,14:11:00,7.0,14:19:00,14:18:00,-1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-02,July,Thursday,OO,6420,N740SK,DEN,SHV,10:00:00,09:58:00,-2.0,29.0,10:27:00,128.0,133.0,98.0,792,13:05:00,6.0,13:08:00,13:11:00,3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-09,October,Friday,WN,320,N394SW,10140,11259,17:55:00,18:08:00,13.0,7.0,18:15:00,95.0,95.0,85.0,580,20:40:00,3.0,20:30:00,20:43:00,13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-27,December,Sunday,EV,4208,N14162,SHV,IAH,05:37:00,05:42:00,5.0,12.0,05:54:00,62.0,65.0,46.0,192,06:40:00,7.0,06:39:00,06:47:00,8.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-06,March,Friday,AA,221,N3JDAA,SFO,DFW,14:40:00,14:35:00,-5.0,12.0,14:47:00,202.0,203.0,185.0,1464,19:52:00,6.0,20:02:00,19:58:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-24,October,Saturday,WN,4674,N366SW,12892,14771,09:05:00,09:01:00,-4.0,10.0,09:11:00,80.0,71.0,57.0,337,10:08:00,4.0,10:25:00,10:12:00,-13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-05,December,Saturday,WN,3720,N422WN,OMA,LAS,08:05:00,08:03:00,-2.0,18.0,08:21:00,180.0,179.0,157.0,1099,08:58:00,4.0,09:05:00,09:02:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-22,June,Monday,AS,77,N779AS,JNU,ANC,18:55:00,18:50:00,-5.0,9.0,18:59:00,97.0,91.0,78.0,571,20:17:00,4.0,20:32:00,20:21:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-15,August,Saturday,EV,4151,N13124,EWR,MYR,10:23:00,10:15:00,-8.0,19.0,10:34:00,114.0,100.0,77.0,550,11:51:00,4.0,12:17:00,11:55:00,-22.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-08,September,Tuesday,UA,1457,N33289,IAD,IAH,08:20:00,08:21:00,1.0,17.0,08:38:00,191.0,170.0,145.0,1190,10:03:00,8.0,10:31:00,10:11:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-27,July,Monday,EV,4368,N36915,GSO,EWR,09:22:00,09:13:00,-9.0,13.0,09:26:00,98.0,96.0,74.0,445,10:40:00,9.0,11:00:00,10:49:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-03,December,Thursday,OO,4663,N431SW,ISN,MSP,12:35:00,12:22:00,-13.0,17.0,12:39:00,115.0,96.0,75.0,546,13:54:00,4.0,14:30:00,13:58:00,-32.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-29,April,Wednesday,WN,2153,N288WN,DTW,BWI,16:20:00,16:20:00,0.0,9.0,16:29:00,90.0,80.0,67.0,409,17:36:00,4.0,17:50:00,17:40:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-28,November,Saturday,DL,974,N3750D,ATL,SLC,14:07:00,14:05:00,-2.0,13.0,14:18:00,253.0,250.0,228.0,1590,16:06:00,9.0,16:20:00,16:15:00,-5.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-30,March,Monday,DL,997,N900PC,JAX,ATL,09:30:00,13:40:00,250.0,11.0,13:51:00,80.0,66.0,46.0,270,14:37:00,9.0,10:50:00,14:46:00,236.0,0,0,Not Cancelled,0.0,0.0,236.0,0.0,0.0
2015-05-31,May,Sunday,DL,2251,N916DL,CLT,ATL,12:00:00,11:57:00,-3.0,27.0,12:24:00,84.0,71.0,39.0,226,13:03:00,5.0,13:24:00,13:08:00,-16.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-01-05,January,Monday,WN,2411,N8619F,CMH,BNA,06:50:00,06:48:00,-2.0,22.0,07:10:00,95.0,93.0,65.0,337,07:15:00,6.0,07:25:00,07:21:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-05-29,May,Friday,AS,788,N518AS,SEA,MSY,10:25:00,10:26:00,1.0,17.0,10:43:00,262.0,274.0,253.0,2086,16:56:00,4.0,16:47:00,17:00:00,13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-12-30,December,Wednesday,AA,582,N657AW,PHX,MKE,11:15:00,11:20:00,5.0,39.0,11:59:00,202.0,214.0,165.0,1460,15:44:00,10.0,15:37:00,15:54:00,17.0,0,0,Not Cancelled,12.0,0.0,5.0,0.0,0.0
2015-09-11,September,Friday,AA,227,N3LYAA,SNA,ORD,17:00:00,17:22:00,22.0,13.0,17:35:00,228.0,225.0,208.0,1726,23:03:00,4.0,22:48:00,23:07:00,19.0,0,0,Not Cancelled,0.0,0.0,19.0,0.0,0.0
2015-08-30,August,Sunday,WN,5142,N602SW,MCO,ATL,12:00:00,12:17:00,17.0,15.0,12:32:00,95.0,96.0,69.0,404,13:41:00,12.0,13:35:00,13:53:00,18.0,0,0,Not Cancelled,1.0,0.0,13.0,4.0,0.0
2015-01-24,January,Saturday,EV,5582,N854AS,ATL,TYS,08:15:00,08:25:00,10.0,13.0,08:38:00,49.0,50.0,34.0,152,09:12:00,3.0,09:04:00,09:15:00,11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-02-12,February,Thursday,WN,2956,N915WN,LAX,SAT,13:20:00,13:45:00,25.0,11.0,13:56:00,165.0,176.0,161.0,1211,18:37:00,4.0,18:05:00,18:41:00,36.0,0,0,Not Cancelled,11.0,0.0,9.0,16.0,0.0
2015-08-08,August,Saturday,AA,637,N915US,FLL,CLT,12:59:00,13:02:00,3.0,8.0,13:10:00,126.0,135.0,94.0,632,14:44:00,33.0,15:05:00,15:17:00,12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-10,June,Wednesday,WN,412,N433LV,MCO,CMH,08:50:00,08:47:00,-3.0,6.0,08:53:00,130.0,115.0,105.0,802,10:38:00,4.0,11:00:00,10:42:00,-18.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-27,September,Sunday,UA,841,N597UA,JFK,LAX,14:30:00,14:26:00,-4.0,13.0,14:39:00,365.0,349.0,318.0,2475,16:57:00,18.0,17:35:00,17:15:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-20,July,Monday,WN,4272,N274WN,MCI,MDW,08:00:00,08:00:00,0.0,22.0,08:22:00,80.0,95.0,67.0,405,09:29:00,6.0,09:20:00,09:35:00,15.0,0,0,Not Cancelled,15.0,0.0,0.0,0.0,0.0
2015-10-18,October,Sunday,MQ,3083,N0EGMQ,15016,13930,14:33:00,14:33:00,0.0,18.0,14:51:00,85.0,73.0,45.0,258,15:36:00,10.0,15:58:00,15:46:00,-12.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-14,June,Sunday,WN,1079,N288WN,ONT,OAK,17:35:00,17:39:00,4.0,9.0,17:48:00,75.0,69.0,55.0,362,18:43:00,5.0,18:50:00,18:48:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-12,April,Sunday,EV,5034,N919EV,VLD,ATL,11:53:00,11:49:00,-4.0,24.0,12:13:00,65.0,82.0,51.0,208,13:04:00,7.0,12:58:00,13:11:00,13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-06,April,Monday,EV,2556,N880AS,DFW,SHV,09:00:00,09:45:00,45.0,13.0,09:58:00,62.0,49.0,32.0,190,10:30:00,4.0,10:02:00,10:34:00,32.0,0,0,Not Cancelled,0.0,0.0,20.0,12.0,0.0
2015-05-19,May,Tuesday,B6,925,N594JB,JFK,TPA,10:29:00,10:32:00,3.0,15.0,10:47:00,172.0,160.0,143.0,1005,13:10:00,2.0,13:21:00,13:12:00,-9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-02,March,Monday,DL,428,N723TW,JFK,SFO,15:15:00,15:14:00,-1.0,34.0,15:48:00,405.0,435.0,394.0,2586,19:22:00,7.0,19:00:00,19:29:00,29.0,0,0,Not Cancelled,29.0,0.0,0.0,0.0,0.0
2015-03-29,March,Sunday,WN,364,N8641B,PBI,ISP,19:35:00,19:36:00,1.0,19.0,19:55:00,155.0,167.0,144.0,1052,22:19:00,4.0,22:10:00,22:23:00,13.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-08,August,Saturday,WN,3369,N365SW,LAX,SJC,18:15:00,19:17:00,62.0,9.0,19:26:00,65.0,62.0,49.0,308,20:15:00,4.0,19:20:00,20:19:00,59.0,0,0,Not Cancelled,0.0,0.0,1.0,58.0,0.0
2015-04-21,April,Tuesday,WN,377,N445WN,OKC,PHX,06:55:00,06:51:00,-4.0,8.0,06:59:00,150.0,144.0,127.0,833,07:06:00,9.0,07:25:00,07:15:00,-10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-21,September,Monday,EV,4221,N14179,BTR,IAH,06:59:00,06:48:00,-11.0,29.0,07:17:00,71.0,92.0,48.0,253,08:05:00,15.0,08:10:00,08:20:00,10.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-19,June,Friday,DL,1385,N971AT,TVC,DTW,13:44:00,13:46:00,2.0,14.0,14:00:00,61.0,68.0,46.0,207,14:46:00,8.0,14:45:00,14:54:00,9.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-06-29,June,Monday,US,2060,N710UW,CLT,LGA,06:05:00,05:54:00,-11.0,23.0,06:17:00,104.0,115.0,80.0,544,07:37:00,12.0,07:49:00,07:49:00,0.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-14,April,Tuesday,EV,3843,N14180,ORD,ROC,07:05:00,06:56:00,-9.0,11.0,07:07:00,98.0,82.0,67.0,528,09:14:00,4.0,09:43:00,09:18:00,-25.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-21,November,Saturday,AA,852,N711UW,BDL,CLT,06:00:00,05:55:00,-5.0,10.0,06:05:00,137.0,121.0,101.0,644,07:46:00,10.0,08:17:00,07:56:00,-21.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-08-18,August,Tuesday,AA,434,N188US,SFO,PHL,21:55:00,21:53:00,-2.0,15.0,22:08:00,324.0,315.0,294.0,2521,06:02:00,6.0,06:19:00,06:08:00,-11.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-04-14,April,Tuesday,WN,145,N711HK,SJC,SNA,19:40:00,19:35:00,-5.0,9.0,19:44:00,75.0,74.0,52.0,342,20:36:00,13.0,20:55:00,20:49:00,-6.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-27,October,Tuesday,WN,1046,N7704B,13232,13198,22:05:00,22:11:00,6.0,8.0,22:19:00,85.0,75.0,62.0,405,23:21:00,5.0,23:30:00,23:26:00,-4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-11,September,Friday,WN,843,N8311Q,DAL,LAS,15:00:00,15:08:00,8.0,21.0,15:29:00,175.0,171.0,142.0,1067,15:51:00,8.0,15:55:00,15:59:00,4.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-01,July,Wednesday,DL,95,N304DQ,BNA,ATL,09:15:00,09:10:00,-5.0,9.0,09:19:00,68.0,59.0,42.0,214,11:01:00,8.0,11:23:00,11:09:00,-14.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-03-06,March,Friday,DL,2344,N315US,MSP,PHX,21:45:00,22:10:00,25.0,8.0,22:18:00,199.0,172.0,162.0,1276,,2.0,00:04:00,00:02:00,-2.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-11-27,November,Friday,EV,4755,N13553,ORD,CAE,17:38:00,17:30:00,-8.0,28.0,17:58:00,114.0,123.0,89.0,666,20:27:00,6.0,20:32:00,20:33:00,1.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-07-02,July,Thursday,WN,3207,N642WN,STL,FLL,14:50:00,14:45:00,-5.0,9.0,14:54:00,165.0,167.0,142.0,1057,18:16:00,16.0,18:35:00,18:32:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-09-29,September,Tuesday,AS,609,N563AS,LAS,SEA,15:10:00,15:02:00,-8.0,18.0,15:20:00,155.0,143.0,118.0,867,17:18:00,7.0,17:45:00,17:25:00,-20.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
2015-10-13,October,Tuesday,DL,1445,N959AT,11697,12478,14:25:00,14:25:00,0.0,21.0,14:46:00,172.0,169.0,136.0,1069,17:02:00,12.0,17:17:00,17:14:00,-3.0,0,0,Not Cancelled,0.0,0.0,0.0,0.0,0.0
